ObjectId,Join_Count,TARGET_FID,longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),xco2 (Moles Mole^{-1}),OBJECTID,County Name,State Name,STATE_FIPS,CNTY_FIPS,FIPS,Population (2017),Pop. per Sq. Mi.,POP2010,Population per Sq. Mi.,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS12,AVE_SIZE12,CROP_ACR12,AVE_SALE12,SQMI,Shape_Leng,Shape__Area,Shape__Length,x,y
11,1,80,-87.58742809,-87.7119398117:-87.4629163742,31.00718664,30.8833703766:31.1310029078,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1173,Escambia,Alabama,01,053,01053,38596,40.50000000,38319,40.20000000,23784,12220,1288,92,12,718,343,580,19766,18553,2385,2379,2391,2553,2227,5019,5239,5586,4728,3384,1814,614,39.10000000,38.00000000,40.50000000,14157,2.48000000,1693,2234,2662,3870,385,1653,9705,3.01000000,16486,2329,10285,3872,454.00000000,236.00000000,47671.00000000,89991.00000000,953.13000000,2.50296913,3379420496.44921875,289922.04096479,-87.5874280929531,31.0071866425716
12,1,81,-87.58742809,-87.7119398117:-87.4629163742,31.25481917,31.1310029078:31.378635439,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1174,Monroe,Alabama,01,099,01099,22089,21.40000000,23068,22.30000000,12718,9614,260,67,9,220,66,334,11109,11959,1382,1532,1782,1821,1172,2418,2873,3391,3079,1984,1186,448,40.10000000,38.20000000,41.50000000,9214,2.48000000,1182,1341,1805,2524,231,1131,6410,3.01000000,11333,2119,7077,2137,480.00000000,293.00000000,53898.00000000,92662.00000000,1034.35000000,2.83678452,3701903441.26562500,338064.87357437,-87.5874280929531,31.2548191735581
13,1,82,-87.58742809,-87.7119398117:-87.4629163742,31.50245170,31.378635439:31.6262679702,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1174,Monroe,Alabama,01,099,01099,22089,21.40000000,23068,22.30000000,12718,9614,260,67,9,220,66,334,11109,11959,1382,1532,1782,1821,1172,2418,2873,3391,3079,1984,1186,448,40.10000000,38.20000000,41.50000000,9214,2.48000000,1182,1341,1805,2524,231,1131,6410,3.01000000,11333,2119,7077,2137,480.00000000,293.00000000,53898.00000000,92662.00000000,1034.35000000,2.83678452,3701903441.26562500,338064.87357437,-87.5874280929531,31.502451704519
14,1,83,-87.58742809,-87.7119398117:-87.4629163742,31.75008424,31.6262679702:31.8739005014,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1164,Clarke,Alabama,01,025,01025,25085,20.00000000,25833,20.60000000,14070,11336,103,77,4,271,67,176,12214,13619,1468,1701,1945,1997,1264,2874,3300,3874,3236,2358,1340,476,40.20000000,39.20000000,41.00000000,10337,2.47000000,1304,1601,2079,2910,220,1243,7204,3.02000000,12638,2301,7996,2341,263.00000000,181.00000000,7738.00000000,9862.00000000,1252.37000000,3.78649797,4492332146.12109375,455401.92914331,-87.5874280929531,31.7500842356894
15,1,84,-87.58742809,-87.7119398117:-87.4629163742,31.99771677,31.8739005014:32.1215330325,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1176,Wilcox,Alabama,01,131,01131,11298,12.50000000,11670,12.90000000,3126,8465,14,4,1,72,9,51,5518,6152,712,870,970,936,607,1239,1350,1664,1570,971,552,229,38.80000000,36.20000000,41.00000000,4484,2.58000000,607,666,672,956,133,819,3110,3.17000000,5649,1165,3583,901,316.00000000,379.00000000,22316.00000000,0.00000000,907.45000000,2.68111753,3276969358.60937500,317936.56011751,-87.5874280929531,31.997716767269
16,1,85,-87.58742809,-87.7119398117:-87.4629163742,32.24534930,32.1215330325:32.3691655637,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1165,Marengo,Alabama,01,091,01091,20210,20.60000000,21027,21.40000000,9751,10872,34,53,13,352,140,164,9913,11114,1307,1369,1484,1644,1161,2171,2621,3052,2794,1822,1136,466,40.40000000,39.20000000,41.30000000,8535,2.43000000,1127,1398,1502,2229,198,1117,5787,3.01000000,10237,1702,6402,2133,499.00000000,332.00000000,32830.00000000,38963.00000000,982.82000000,2.64363237,3569100478.37109375,317429.70024343,-87.5874280929531,32.2453492977851
17,1,86,-87.58742809,-87.7119398117:-87.4629163742,32.49298183,32.3691655637:32.6167980949,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1195,Hale,Alabama,01,065,01065,15180,23.10000000,15760,24.00000000,6266,9301,25,35,1,140,44,88,7466,8294,954,969,1230,1225,898,1720,1783,2492,2119,1292,764,314,40.00000000,38.70000000,41.10000000,6273,2.46000000,856,996,1065,1536,158,894,4245,3.05000000,7655,1382,4836,1437,456.00000000,352.00000000,29891.00000000,142934.00000000,656.44000000,2.47987341,2411065580.49609375,299845.39573850,-87.5874280929531,32.4929818292688
18,1,87,-87.58742809,-87.7119398117:-87.4629163742,32.74061436,32.6167980949:32.8644306261,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1195,Hale,Alabama,01,065,01065,15180,23.10000000,15760,24.00000000,6266,9301,25,35,1,140,44,88,7466,8294,954,969,1230,1225,898,1720,1783,2492,2119,1292,764,314,40.00000000,38.70000000,41.10000000,6273,2.46000000,856,996,1065,1536,158,894,4245,3.05000000,7655,1382,4836,1437,456.00000000,352.00000000,29891.00000000,142934.00000000,656.44000000,2.47987341,2411065580.49609375,299845.39573850,-87.5874280929531,32.7406143602211
19,1,88,-87.58742809,-87.7119398117:-87.4629163742,32.98824689,32.8644306261:33.1120631573,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1195,Hale,Alabama,01,065,01065,15180,23.10000000,15760,24.00000000,6266,9301,25,35,1,140,44,88,7466,8294,954,969,1230,1225,898,1720,1783,2492,2119,1292,764,314,40.00000000,38.70000000,41.10000000,6273,2.46000000,856,996,1065,1536,158,894,4245,3.05000000,7655,1382,4836,1437,456.00000000,352.00000000,29891.00000000,142934.00000000,656.44000000,2.47987341,2411065580.49609375,299845.39573850,-87.5874280929531,32.9882468914694
20,1,120,-84.59914684,-84.7236585617:-84.4746351242,31.00718664,30.8833703766:31.1310029078,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,411,Decatur,Georgia,13,087,13087,27294,43.80000000,27842,44.70000000,15096,11438,117,144,6,1404,703,338,13605,14237,1867,1931,2057,2081,1738,3351,3544,4063,3331,2146,1291,442,37.60000000,35.50000000,39.40000000,10390,2.58000000,1167,1572,1929,2716,308,1399,7255,3.10000000,12125,1735,6849,3541,358.00000000,556.00000000,123602.00000000,584918.00000000,623.12000000,1.74446581,2198002262.55859375,208197.58282813,-84.5991468429269,31.0071866425716
21,1,121,-84.59914684,-84.7236585617:-84.4746351242,31.25481917,31.1310029078:31.378635439,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1222,Miller,Georgia,13,201,13201,5954,21.00000000,6125,21.60000000,4266,1720,15,28,0,93,25,71,2929,3196,423,406,372,388,335,674,741,864,799,597,366,160,41.60000000,39.90000000,43.10000000,2426,2.46000000,268,395,472,718,55,251,1674,3.00000000,2791,365,1697,729,183.00000000,523.00000000,60969.00000000,381338.00000000,283.68000000,1.16994201,1006615313.73437500,137923.02195324,-84.5991468429269,31.2548191735581
22,1,122,-84.59914684,-84.7236585617:-84.4746351242,31.50245170,31.378635439:31.6262679702,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1218,Calhoun,Georgia,13,037,13037,6571,23.20000000,6694,23.60000000,2326,4105,10,30,18,262,141,64,3953,2741,368,398,349,367,447,1058,1046,1058,806,390,281,126,38.50000000,37.60000000,40.60000000,2002,2.49000000,278,373,311,453,39,302,1292,3.20000000,2409,407,1309,693,151.00000000,712.00000000,61407.00000000,617054.00000000,283.66000000,1.50050309,1014284879.77148438,177744.06383282,-84.5991468429269,31.502451704519
23,1,123,-84.59914684,-84.7236585617:-84.4746351242,31.75008424,31.6262679702:31.8739005014,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1229,Randolph,Georgia,13,243,13243,7610,17.70000000,7719,17.90000000,2827,4769,5,23,0,119,35,60,3552,4167,499,437,481,573,439,823,809,1174,1108,717,452,207,42.60000000,40.20000000,44.60000000,3187,2.33000000,462,607,390,758,62,473,2011,2.97000000,4153,966,2133,1054,197.00000000,605.00000000,64683.00000000,255441.00000000,430.83000000,1.64377270,1548248531.86718750,197365.99314848,-84.5991468429269,31.7500842356894
24,1,124,-84.59914684,-84.7236585617:-84.4746351242,31.99771677,31.8739005014:32.1215330325,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1231,Webster,Georgia,13,307,13307,2833,13.50000000,2799,13.30000000,1512,1185,0,7,0,98,66,29,1362,1437,164,209,218,180,147,270,381,426,384,239,126,55,40.70000000,41.10000000,40.20000000,1119,2.50000000,155,143,211,313,52,118,788,3.00000000,1523,404,884,235,102.00000000,471.00000000,22216.00000000,168472.00000000,210.24000000,1.16119636,760174577.27343750,141762.74539528,-84.5991468429269,31.997716767269
25,1,125,-84.59914684,-84.7236585617:-84.4746351242,32.24534930,32.1215330325:32.3691655637,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1226,Marion,Georgia,13,197,13197,9044,24.60000000,8742,23.80000000,5254,2856,44,78,13,570,358,139,4305,4437,569,568,569,669,535,876,1070,1447,1224,825,295,95,40.80000000,40.50000000,41.20000000,3420,2.53000000,482,438,678,953,93,373,2378,3.05000000,4156,736,2517,903,203.00000000,233.00000000,13206.00000000,134819.00000000,367.47000000,1.48780304,1337531603.42187500,184237.29912418,-84.5991468429269,32.2453492977851
26,1,126,-84.59914684,-84.7236585617:-84.4746351242,32.49298183,32.3691655637:32.6167980949,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1226,Marion,Georgia,13,197,13197,9044,24.60000000,8742,23.80000000,5254,2856,44,78,13,570,358,139,4305,4437,569,568,569,669,535,876,1070,1447,1224,825,295,95,40.80000000,40.50000000,41.20000000,3420,2.53000000,482,438,678,953,93,373,2378,3.05000000,4156,736,2517,903,203.00000000,233.00000000,13206.00000000,134819.00000000,367.47000000,1.48780304,1337531603.42187500,184237.29912418,-84.5991468429269,32.4929818292688
27,1,127,-84.59914684,-84.7236585617:-84.4746351242,32.74061436,32.6167980949:32.8644306261,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1254,Talbot,Georgia,13,263,13263,6624,16.80000000,6865,17.40000000,2679,4065,18,9,0,91,26,68,3245,3620,362,367,445,467,339,614,766,1224,1162,708,315,96,45.60000000,44.70000000,46.30000000,2832,2.42000000,381,437,400,807,74,320,1904,2.98000000,3399,567,2251,581,90.00000000,377.00000000,4855.00000000,8203.00000000,394.71000000,1.65903267,1447694910.49218750,201092.26372384,-84.5991468429269,32.7406143602211
28,1,128,-84.59914684,-84.7236585617:-84.4746351242,32.98824689,32.8644306261:33.1120631573,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1253,Meriwether,Georgia,13,199,13199,22428,44.40000000,21992,43.50000000,12741,8605,77,141,2,347,164,262,10492,11500,1429,1422,1475,1487,1243,2477,2573,3310,3109,2078,1006,383,41.00000000,39.60000000,42.30000000,8522,2.55000000,1063,1218,1492,2354,222,978,5906,3.09000000,9957,1435,6037,2485,295.00000000,210.00000000,16011.00000000,42003.00000000,505.26000000,1.62430933,1867337450.02734375,196488.03890733,-84.5991468429269,32.9882468914694
29,1,162,-84.35012341,-84.4746351242:-84.2256116867,30.26428905,30.1404727831:30.3881053143,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,413,Wakulla,Florida,12,129,12129,32143,52.20000000,30776,49.90000000,25224,4464,191,172,18,1016,148,559,16992,13784,1740,2000,1951,1905,1770,4276,4778,5167,3850,2123,958,258,38.70000000,38.20000000,39.30000000,10490,2.61000000,1153,1186,2439,3180,381,912,7591,3.03000000,12804,2314,8469,2021,171.00000000,181.00000000,1998.00000000,13322.00000000,616.28000000,5.31295513,2142714267.09179688,630290.72924329,-84.3501234050504,30.2642890489216
30,1,163,-84.35012341,-84.4746351242:-84.2256116867,30.51192158,30.3881053143:30.6357378455,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,414,Leon,Florida,12,073,12073,288630,411.10000000,275487,392.40000000,173480,83520,775,8053,140,15361,3397,6122,131134,144353,15350,14877,14690,27231,43722,39954,30360,33593,29730,14633,7930,3417,29.70000000,28.90000000,30.60000000,110945,2.35000000,14548,18818,17190,23484,2366,10094,60908,2.94000000,124136,13191,60393,50552,284.00000000,286.00000000,6563.00000000,13492.00000000,702.05000000,2.51606039,2455146338.78320313,296161.60295800,-84.3501234050504,30.5119215798839
31,1,164,-84.35012341,-84.4746351242:-84.2256116867,30.75955411,30.6357378455:30.8833703766,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,416,Grady,Georgia,13,131,13131,25489,55.40000000,25011,54.30000000,15716,7176,182,106,21,2500,1417,393,12115,12896,1890,1785,1704,1659,1516,3155,3154,3556,3056,2064,1088,384,37.60000000,36.10000000,39.00000000,9418,2.63000000,957,1332,1998,2676,284,1060,6730,3.10000000,10760,1342,6312,3106,471.00000000,277.00000000,54392.00000000,210690.00000000,460.24000000,1.39497328,1623347894.84179688,169434.84701651,-84.3501234050504,30.7595541113741
32,1,165,-84.35012341,-84.4746351242:-84.2256116867,31.00718664,30.8833703766:31.1310029078,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,416,Grady,Georgia,13,131,13131,25489,55.40000000,25011,54.30000000,15716,7176,182,106,21,2500,1417,393,12115,12896,1890,1785,1704,1659,1516,3155,3154,3556,3056,2064,1088,384,37.60000000,36.10000000,39.00000000,9418,2.63000000,957,1332,1998,2676,284,1060,6730,3.10000000,10760,1342,6312,3106,471.00000000,277.00000000,54392.00000000,210690.00000000,460.24000000,1.39497328,1623347894.84179688,169434.84701651,-84.3501234050504,31.0071866425716
33,1,166,-84.35012341,-84.4746351242:-84.2256116867,31.25481917,31.1310029078:31.378635439,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1223,Mitchell,Georgia,13,205,13205,22950,44.70000000,23498,45.70000000,11264,11219,77,122,10,1028,575,231,12186,11312,1732,1561,1614,1594,1533,3065,3153,3429,2730,1771,938,378,37.00000000,35.30000000,39.20000000,8055,2.65000000,867,1143,1480,1984,225,1237,5761,3.15000000,8996,941,5421,2634,443.00000000,431.00000000,117354.00000000,627196.00000000,513.80000000,1.77112448,1825517183.60546875,211266.55920385,-84.3501234050504,31.2548191735581
34,1,167,-84.35012341,-84.4746351242:-84.2256116867,31.50245170,31.378635439:31.6262679702,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1220,Dougherty,Georgia,13,095,13095,91478,273.40000000,94565,282.60000000,27986,63470,209,736,120,2073,921,1123,43927,50638,7150,6711,6580,7852,8415,12510,10789,12129,10972,6177,3866,1414,33.40000000,31.40000000,35.00000000,36508,2.47000000,4658,6383,4955,7362,914,6491,23422,3.08000000,40801,4293,17567,18941,121.00000000,541.00000000,19733.00000000,277561.00000000,334.60000000,1.44954416,1196586303.00585938,169243.04314987,-84.3501234050504,31.502451704519
35,1,168,-84.35012341,-84.4746351242:-84.2256116867,31.75008424,31.6262679702:31.8739005014,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1236,Terrell,Georgia,13,273,13273,9379,27.80000000,9315,27.60000000,3407,5700,18,29,1,157,74,86,4479,4836,669,603,629,659,638,1023,1027,1408,1271,809,408,171,39.60000000,36.40000000,42.40000000,3519,2.57000000,390,550,518,895,89,569,2450,3.11000000,4080,561,2259,1260,248.00000000,487.00000000,73208.00000000,274844.00000000,337.63000000,1.47478301,1213706824.34765625,177667.04024300,-84.3501234050504,31.7500842356894
36,1,169,-84.35012341,-84.4746351242:-84.2256116867,31.99771677,31.8739005014:32.1215330325,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1235,Sumter,Georgia,13,261,13261,31626,64.20000000,32819,66.60000000,13852,17001,106,421,21,1717,1040,378,15627,17192,2367,2159,2290,2868,2984,4162,3865,4189,3792,2269,1305,569,33.90000000,32.00000000,35.70000000,12123,2.55000000,1395,1946,1919,2855,290,1983,8153,3.11000000,13909,1786,6927,5196,369.00000000,435.00000000,90442.00000000,334235.00000000,492.48000000,1.80798001,1780371932.97265625,216091.42645307,-84.3501234050504,31.997716767269
37,1,170,-84.35012341,-84.4746351242:-84.2256116867,32.24534930,32.1215330325:32.3691655637,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1234,Schley,Georgia,13,249,13249,5240,31.20000000,5010,29.80000000,3658,1169,2,36,0,161,96,49,2407,2603,318,452,467,404,247,485,754,685,541,464,151,42,36.90000000,36.70000000,37.10000000,1872,2.68000000,209,271,503,480,49,192,1334,3.24000000,2208,336,1362,510,92.00000000,385.00000000,7117.00000000,196239.00000000,167.85000000,1.13484272,609710329.12890625,138348.10946253,-84.3501234050504,32.2453492977851
38,1,171,-84.35012341,-84.4746351242:-84.2256116867,32.49298183,32.3691655637:32.6167980949,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1258,Taylor,Georgia,13,269,13269,8521,22.40000000,8906,23.50000000,5208,3503,6,57,0,164,58,74,4301,4605,543,565,620,718,500,958,1155,1369,1148,811,375,144,39.70000000,37.70000000,41.50000000,3522,2.44000000,484,577,627,881,70,439,2342,3.04000000,4563,1041,2485,1037,224.00000000,275.00000000,21664.00000000,101504.00000000,379.65000000,1.94212202,1387996224.70703125,235308.97905732,-84.3501234050504,32.4929818292688
39,1,172,-84.35012341,-84.4746351242:-84.2256116867,32.74061436,32.6167980949:32.8644306261,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1254,Talbot,Georgia,13,263,13263,6624,16.80000000,6865,17.40000000,2679,4065,18,9,0,91,26,68,3245,3620,362,367,445,467,339,614,766,1224,1162,708,315,96,45.60000000,44.70000000,46.30000000,2832,2.42000000,381,437,400,807,74,320,1904,2.98000000,3399,567,2251,581,90.00000000,377.00000000,4855.00000000,8203.00000000,394.71000000,1.65903267,1447694910.49218750,201092.26372384,-84.3501234050504,32.7406143602211
